"PAXSTAT"	"PAXCAL"	"PAXDAY"	"PAXN"	"PAXHOUR"	"PAXMINUT"	"PAXINTEN"	"PAXSTEP"
1	1	2	1	0	0	497	28
1	1	2	2	0	1	15	2
1	1	2	3	0	2	18	2
1	1	2	4	0	3	0	0
1	1	2	5	0	4	0	0
1	1	2	6	0	5	29	5
1	1	2	7	0	6	45	3
1	1	2	8	0	7	0	0
1	1	2	9	0	8	141	11
1	1	2	10	0	9	2	0
1	1	2	11	0	10	72	5
1	1	2	12	0	11	3	0
1	1	2	13	0	12	78	6
1	1	2	14	0	13	5	1
1	1	2	15	0	14	5	1
1	1	2	16	0	15	0	0
1	1	2	17	0	16	1	0
1	1	2	18	0	17	0	0
1	1	2	19	0	18	150	13
1	1	2	20	0	19	1	0
1	1	2	21	0	20	0	0
1	1	2	22	0	21	11	1
1	1	2	23	0	22	30	3
1	1	2	24	0	23	1	0
1	1	2	25	0	24	5	1
1	1	2	26	0	25	0	0
1	1	2	27	0	26	25	2
1	1	2	28	0	27	156	9
1	1	2	29	0	28	220	19
1	1	2	30	0	29	82	14
1	1	2	31	0	30	85	11
1	1	2	32	0	31	33	6
1	1	2	33	0	32	6	1
1	1	2	34	0	33	87	11
1	1	2	35	0	34	15	2
1	1	2	36	0	35	47	5
1	1	2	37	0	36	109	9
1	1	2	38	0	37	948	43
1	1	2	39	0	38	1051	47
1	1	2	40	0	39	157	16
1	1	2	41	0	40	86	6
1	1	2	42	0	41	2	0
1	1	2	43	0	42	1	0
1	1	2	44	0	43	43	2
1	1	2	45	0	44	10	1
1	1	2	46	0	45	77	9
1	1	2	47	0	46	39	3
1	1	2	48	0	47	7	2
1	1	2	49	0	48	0	0
1	1	2	50	0	49	20	3
1	1	2	51	0	50	6	1
1	1	2	52	0	51	42	8
1	1	2	53	0	52	68	4
1	1	2	54	0	53	163	14
1	1	2	55	0	54	1	0
1	1	2	56	0	55	9	2
1	1	2	57	0	56	50	6
1	1	2	58	0	57	27	5
1	1	2	59	0	58	214	15
